element_key,input_text,target_text_xpath,target_text_css,class
id_button_zds-904,"<button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-904"" aria-expanded=""false"" aria-controls=""CORK"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">CORK (1)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon zds-accordion-item__icon--plus""><path d=""M12.5 11.5V5H11.5V11.5H5V12.5H11.5V19H12.5V12.5H19V11.5H12.5Z"" fill",//button[@id='zds-904'],button#zds-904,zds-accordion-item__trigger
cls_span_zds-accordion-item__title-text,"<span class=""zds-accordion-item__title-text"">CORK (1)</span>","//span[contains(@class, 'zds-accordion-item__title-text')]",span.zds-accordion-item__title-text,zds-accordion-item__title-text
cls_span_zds-accordion-item__icon-wrapper,"<span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon zds-accordion-item__icon--plus""><path d=""M12.5 11.5V5H11.5V11.5H5V12.5H11.5V19H12.5V12.5H19V11.5H12.5Z"" fill=""inherit""></path></svg><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon zds-accordion-item__icon--less""><pa","//span[contains(@class, 'zds-accordion-item__icon-wrapper')]",span.zds-accordion-item__icon-wrapper,zds-accordion-item__icon-wrapper
id_div_CORK,"<div class=""zds-accordion-item__panel"" id=""CORK"" role=""region"" aria-hidden=""true"" aria-labelledby=""zds-904"" style=""opacity: 0; max-height: 0px; padding-top: 0px; padding-bottom: 0px; visibility: hidden;""><ul class=""store-sub-accordions__city-stores""><li class=""store-sub-accordions__city-stores-item""><a href=""https://www.zara.com/ie/en/stores-locator/zara-cork-mahon-point-s3413"" class=""store-sub-accordions__city-stores-item-link"">MAHON POINT</a></li></ul></div>",//div[@id='CORK'],div#CORK,zds-accordion-item__panel
cls_a_store-sub-accordions__city-stores-item-link,"<a class=""store-sub-accordions__city-stores-item-link"" href=""https://www.zara.com/ie/en/stores-locator/zara-limerick-crescent-s3501"">CRESCENT</a>","//a[contains(@class, 'store-sub-accordions__city-stores-item-link')]",a.store-sub-accordions__city-stores-item-link,store-sub-accordions__city-stores-item-link
id_button_zds-1087,"<button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-1087"" aria-expanded=""false"" aria-controls=""DUBLIN"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">DUBLIN (5)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon zds-accordion-item__icon--plus""><path d=""M12.5 11.5V5H11.5V11.5H5V12.5H11.5V19H12.5V12.5H19V11.5H12.5Z""",//button[@id='zds-1087'],button#zds-1087,zds-accordion-item__trigger
id_div_DUBLIN,"<div class=""zds-accordion-item__panel"" id=""DUBLIN"" role=""region"" aria-hidden=""true"" aria-labelledby=""zds-1087"" style=""opacity: 0; max-height: 0px; padding-top: 0px; padding-bottom: 0px; visibility: hidden;""><ul class=""store-sub-accordions__city-stores""><li class=""store-sub-accordions__city-stores-item""><a href=""https://www.zara.com/ie/en/stores-locator/zara-dublin-dundrum-s3367"" class=""store-sub-accordions__city-stores-item-link"">DUNDRUM</a></li><li class=""store-sub-accordions__city-stores-item""><a href=""ht",//div[@id='DUBLIN'],div#DUBLIN,zds-accordion-item__panel
id_button_zds-1089,"<button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-1089"" aria-expanded=""false"" aria-controls=""KILDARE"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">KILDARE (1)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon zds-accordion-item__icon--plus""><path d=""M12.5 11.5V5H11.5V11.5H5V12.5H11.5V19H12.5V12.5H19V11.5H12.5",//button[@id='zds-1089'],button#zds-1089,zds-accordion-item__trigger
id_div_KILDARE,"<div class=""zds-accordion-item__panel"" id=""KILDARE"" role=""region"" aria-hidden=""true"" aria-labelledby=""zds-1089"" style=""opacity: 0; max-height: 0px; padding-top: 0px; padding-bottom: 0px; visibility: hidden;""><ul class=""store-sub-accordions__city-stores""><li class=""store-sub-accordions__city-stores-item""><a href=""https://www.zara.com/ie/en/stores-locator/zara-newbridge-white-water-s3585"" class=""store-sub-accordions__city-stores-item-link"">WHITE WATER</a></li></ul></div>",//div[@id='KILDARE'],div#KILDARE,zds-accordion-item__panel
id_button_zds-1091,"<button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-1091"" aria-expanded=""false"" aria-controls=""LIMERICK"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">LIMERICK (1)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon zds-accordion-item__icon--plus""><path d=""M12.5 11.5V5H11.5V11.5H5V12.5H11.5V19H12.5V12.5H19V11.5H12",//button[@id='zds-1091'],button#zds-1091,zds-accordion-item__trigger
id_div_LIMERICK,"<div class=""zds-accordion-item__panel"" id=""LIMERICK"" role=""region"" aria-hidden=""true"" aria-labelledby=""zds-1091"" style=""opacity: 0; max-height: 0px; padding-top: 0px; padding-bottom: 0px; visibility: hidden;""><ul class=""store-sub-accordions__city-stores""><li class=""store-sub-accordions__city-stores-item""><a href=""https://www.zara.com/ie/en/stores-locator/zara-limerick-crescent-s3501"" class=""store-sub-accordions__city-stores-item-link"">CRESCENT</a></li></ul></div>",//div[@id='LIMERICK'],div#LIMERICK,zds-accordion-item__panel
id_button_zds-1093,"<button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-1093"" aria-expanded=""false"" aria-controls=""WESTMEATH"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">WESTMEATH (1)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon zds-accordion-item__icon--plus""><path d=""M12.5 11.5V5H11.5V11.5H5V12.5H11.5V19H12.5V12.5H19V11.5H",//button[@id='zds-1093'],button#zds-1093,zds-accordion-item__trigger
id_div_WESTMEATH,"<div class=""zds-accordion-item__panel"" id=""WESTMEATH"" role=""region"" aria-hidden=""true"" aria-labelledby=""zds-1093"" style=""opacity: 0; max-height: 0px; padding-top: 0px; padding-bottom: 0px; visibility: hidden;""><ul class=""store-sub-accordions__city-stores""><li class=""store-sub-accordions__city-stores-item""><a href=""https://www.zara.com/ie/en/stores-locator/zara-athlone-athlone-town-centre-s3807"" class=""store-sub-accordions__city-stores-item-link"">ATHLONE TOWN CENTRE</a></li></ul></div>",//div[@id='WESTMEATH'],div#WESTMEATH,zds-accordion-item__panel
cls_button_search-sections-bar__section-button,"<button aria-current=""true"" class=""search-sections-bar__section-button search-sections-bar__section-button--selected"" data-qa-action=""search-section-change"">Woman</button>","//button[contains(@class, 'search-sections-bar__section-button')]",button.search-sections-bar__section-button,search-sections-bar__section-button search-sections-bar__section-button--selected
cls_div_search-home-input__combo-box,"<div class=""search-home-input__combo-box"" role=""combobox"" aria-haspopup=""listbox"" aria-owns=""search-home-form-combo-menu"" aria-expanded=""false""><input id=""search-home-form-combo-input"" aria-autocomplete=""list"" aria-controls=""search-home-form-combo-menu"" aria-labelledby=""search-home-form-combo-label"" autocomplete=""off"" class=""search-home-input"" aria-label=""Search text input"" maxlength=""128"" placeholder=""What are you looking for?"" type=""search"" value=""""><ul id=""search-home-form-combo-menu"" role=""listbox"" aria","//div[contains(@class, 'search-home-input__combo-box')]",div.search-home-input__combo-box,search-home-input__combo-box
id_input_search-home-form-combo-input,"<input id=""search-home-form-combo-input"" aria-autocomplete=""list"" aria-controls=""search-home-form-combo-menu"" aria-labelledby=""search-home-form-combo-label"" autocomplete=""off"" class=""search-home-input"" aria-label=""Search text input"" maxlength=""128"" placeholder=""What are you looking for?"" type=""search"" value="""">",//input[@id='search-home-form-combo-input'],input#search-home-form-combo-input,search-home-input
cls_div_search-products-recommendations,"<div class=""search-products-recommendations search-home-recommendations search-home-view__recomendations""><h2 class=""search-products-recommendations__title""><span>You may be interested in</span></h2><section class=""product-grid search-products-recommendations__products product-grid--is-search_recommendations""><ul class=""product-grid__product-list"" style=""--grid-num-columns: 5;""><li class=""product-grid-product _product product-grid-product--is-not-template product-grid-product--SEARCH_RECOMMENDATIONS-columns","//div[contains(@class, 'search-products-recommendations')]",div.search-products-recommendations,search-products-recommendations search-home-recommendations search-home-view__recomendations
cls_h2_search-products-recommendations__title,"<h2 class=""search-products-recommendations__title""><span>You may be interested in</span></h2>","//h2[contains(@class, 'search-products-recommendations__title')]",h2.search-products-recommendations__title,search-products-recommendations__title
cls_div_products-category-grid-media-carousel,"<div class=""products-category-grid-media-carousel products-category-grid-media-carousel--onboarding products-category-grid-media-carousel--animate""><div class=""carousel""><div class=""carousel__container""><div class=""carousel__header""></div><div class=""carousel__viewport""><ul class=""carousel__items"" style=""pointer-events: auto; transform: none;""><li class=""products-category-grid-media-carousel-item""><div class=""media""><div class=""media__wrapper media__wrapper--fill"" style=""padding-bottom: 150%;""><img class=""m","//div[contains(@class, 'products-category-grid-media-carousel')]",div.products-category-grid-media-carousel,products-category-grid-media-carousel products-category-grid-media-carousel--onboarding products-category-grid-media-carousel--animate
cls_div_carousel,"<div class=""carousel""><div class=""carousel__container""><div class=""carousel__header""></div><div class=""carousel__viewport""><ul class=""carousel__items"" style=""pointer-events: auto; transform: none;""><li class=""products-category-grid-media-carousel-item""><div class=""media""><div class=""media__wrapper media__wrapper--fill"" style=""padding-bottom: 150%;""><img class=""media-image__image media__wrapper--media"" data-qa-qualifier=""media-image"" alt=""Perfume bottle with label 'FASHIONABLY LONDON ZARA OLFACTIVE Nº04'."" s","//div[contains(@class, 'carousel')]",div.carousel,carousel
cls_div_carousel__container,"<div class=""carousel__container""><div class=""carousel__header""></div><div class=""carousel__viewport""><ul class=""carousel__items"" style=""pointer-events: auto; transform: none;""><li class=""products-category-grid-media-carousel-item""><div class=""media""><div class=""media__wrapper media__wrapper--fill"" style=""padding-bottom: 150%;""><img class=""media-image__image media__wrapper--media"" data-qa-qualifier=""media-image"" alt=""Perfume bottle with label 'FASHIONABLY LONDON ZARA OLFACTIVE Nº04'."" src=""https://static.zar","//div[contains(@class, 'carousel__container')]",div.carousel__container,carousel__container
cls_div_carousel__header,"<div class=""carousel__header""></div>","//div[contains(@class, 'carousel__header')]",div.carousel__header,carousel__header
cls_div_carousel__viewport,"<div class=""carousel__viewport""><ul class=""carousel__items"" style=""pointer-events: auto; transform: none;""><li class=""products-category-grid-media-carousel-item""><div class=""media""><div class=""media__wrapper media__wrapper--fill"" style=""padding-bottom: 150%;""><img class=""media-image__image media__wrapper--media"" data-qa-qualifier=""media-image"" alt=""Perfume bottle with label 'FASHIONABLY LONDON ZARA OLFACTIVE Nº04'."" src=""https://static.zara.net/assets/public/e866/8cd0/46ff4d3bae46/b000a607309c/20110711999-e","//div[contains(@class, 'carousel__viewport')]",div.carousel__viewport,carousel__viewport
id_span_zds-1211,"<span class=""view-option-selector__label-text"" id=""zds-1211"">VIEW</span>",//span[@id='zds-1211'],span#zds-1211,view-option-selector__label-text
cls_div_media-regions,"<div class=""media-regions""><a class=""media-region link"" aria-label="""" data-qa-action=""media-region-click"" href=""https://www.zara.com/ie/en/-pT9323797283.html"" tabindex=""0"" style=""height: 100%; left: 0%; top: 0%; width: 100%;""></a></div>","//div[contains(@class, 'media-regions')]",div.media-regions,media-regions
cls_a_media-region,"<a class=""media-region link"" aria-label="""" data-qa-action=""media-region-click"" href=""https://www.zara.com/ie/en/-pT9323797283.html"" tabindex=""0"" style=""height: 100%; left: 0%; top: 0%; width: 100%;""></a>","//a[contains(@class, 'media-region')]",a.media-region,media-region link
id_label_zds-1214,"<label class=""zds-input-base__label"" for=""email1213"" id=""zds-1214"">Enter your email address here</label>",//label[@id='zds-1214'],label#zds-1214,zds-input-base__label
id_input_email1213,"<input class=""zds-input-base__input"" id=""email1213"" aria-describedby=""zds-1215"" name=""email"" type=""text"" data-qa-input-qualifier=""email"" aria-required=""true"" autocomplete=""email"" placeholder="" "" value="""">",//input[@id='email1213'],input#email1213,zds-input-base__input
id_div_zds-1215,"<div class=""zds-input-base__slot"" id=""zds-1215""><div role=""alert""></div></div>",//div[@id='zds-1215'],div#zds-1215,zds-input-base__slot
